ID,NAME,TYPE,SUBTYPE,CLASSTYPE,PWR,ACC,DEF,INI,AFFTYPE,AFFVALUE,SPECIAL,SKILL,MINLEVEL,RARITY,COST,REGION,REGION2,REGION3,REGION4,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE2,ATTRIBUTE3,DESC
883,Dancer's Fez,Helmet,Helmet,Dervish,15,-2,1,,Water ,6,,,3,Common,1200,Imperia,,,,Unbreakable,Classspecific,,,Water Dancer's Fez
884,Dervish Helmet,Helmet,Helmet,Dervish,35,-3,2,,Earth ,4,,,7,Frequent,2688,Nordagh,,,,,,,,Earth Dervish Helmet
885,Desert Turban,Helmet,Helmet,Dervish,60,-4,3,,Earth ,10,,,12,Infrequent,5952,Expanse,Steppes,,,Unbreakable,Classspecific,,,Earth Desert Turban
886,Leather Wrap,Helmet,Helmet,Dervish,65,-4,3,,,,,,13,Infrequent,4368,Nordagh,,,,Unbreakable,Classspecific,,,Leather Wrap
887,Rigid Fez,Helmet,Helmet,Dervish,30,-3,2,,Fire ,8,,,6,rare,2880,Steppes,,,,Unbreakable,Classspecific,,,Fire Rigid Fez
888,Royal Sikke,Helmet,Helmet,Dervish,90,-5,4,,Air ,14,,,18,Rare,10368,Expanse,,,,Unbreakable,Classspecific,,,Air Royal Sikke
889,Royal Sikke,Helmet,Helmet,Dervish,90,-5,4,,Earth ,14,,,18,Rare,10368,Expanse,,,,Unbreakable,Classspecific,,,Earth Royal Sikke
890,Royal Sikke,Helmet,Helmet,Dervish,90,-5,4,,Fire ,14,,,18,Rare,10368,Expanse,,,,Unbreakable,Classspecific,,,Fire Royal Sikke
891,Royal Sikke,Helmet,Helmet,Dervish,90,-5,4,,Water ,14,,,18,Rare,10368,Expanse,,,,Unbreakable,Classspecific,,,Water Royal Sikke
892,Royal Turban,Helmet,Helmet,Dervish,70,-4,3,,Air ,6,,,14,Rare,6272,Expanse,,,,Unbreakable,Classspecific,,,Air Royal Turban
893,Silk Fez,Helmet,Helmet,Dervish,10,-1,1,,Water ,6,,,2,Common,832,Steppes,,,,Unbreakable,Classspecific,,,Water Silk Fez
894,Tall Fez,Helmet,Helmet,Dervish,25,-2,1,,Air ,0,,,5,Common,1520,Expanse,,,,Unbreakable,Classspecific,,,Air Tall Fez
895,Tasseled Fez,Helmet,Helmet,Dervish,20,-2,1,,Earth ,4,,,4,Common,1472,Expanse,,,,Unbreakable,Classspecific,,,Earth Tasseled Fez
896,Tekuja Sikke,Helmet,Helmet,Dervish,95,-5,4,,Air ,8,,,19,Very Rare,9424,Expanse,,,,Unbreakable,Classspecific,,,Air Tekuja Sikke
897,Tekuja Sikke,Helmet,Helmet,Dervish,95,-5,4,,Earth ,8,,,19,Very Rare,9424,Expanse,,,,Unbreakable,Classspecific,,,Earth Tekuja Sikke
898,Turban,Helmet,Helmet,Dervish,45,-3,2,,,,,,9,Frequent,2880,Expanse,Imperia,Nordagh,Steppes,Unbreakable,Classspecific,,,Turban
899,Veil,Helmet,Helmet,Dervish,40,-3,2,,Water ,6,,,8,Frequent,3328,Expanse,Imperia,,,Unbreakable,Classspecific,,,Water Veil
900,Veiled Sikke,Helmet,Helmet,Dervish,85,-5,4,,Water ,12,,,17,Rare,9248,Expanse,Imperia,,,Unbreakable,Classspecific,,,Water Veiled Sikke
901,Wool Sikke,Helmet,Helmet,Dervish,80,-5,4,,Air ,4,,,16,Frequent,6144,Expanse,,,,Unbreakable,Classspecific,,,Air Wool Sikke
902,Woven Turban,Helmet,Helmet,Dervish,50,-3,2,,Earth ,8,,,10,Frequent,4480,Expanse,Imperia,,,Unbreakable,Classspecific,,,Earth Woven Turban
903,Dark Death Mask,Helmet,Helmet,Galdr,35,-3,2,,Dark ,6,,,7,Common,2800,Expanse,,,,Classspecific,,,,Dark Death Mask
904,Light Mask of Fertility,Helmet,Helmet,Galdr,40,-3,2,,Light ,8,,,8,Common,3456,Imperia,,,,Classspecific,,,,Light Mask of Fertility
905,Mask of Mourning,Helmet,Helmet,Galdr,20,-1,1,,Earth ,6,,,1,Common,416,Nordagh,,,,Classspecific,,,,Earth Mask of Mourning
906,Mask of the Boar,Helmet,Helmet,Galdr,50,-3,2,,Earth ,20,,,9,Common,5616,Nordagh,,,,Classspecific,,,,Earth Mask of the Boar
907,Mask of the Dragon,Helmet,Helmet,Galdr,50,-3,2,,Fire ,20,,,10,Common,6240,Steppes,,,,Classspecific,,,,Fire Mask of the Dragon
908,Mask of the Eagle,Helmet,Helmet,Galdr,50,-3,2,,Air ,20,,,10,Common,6240,Expanse,,,,Classspecific,,,,Air Mask of the Eagle
909,Mask of the Tortoise,Helmet,Helmet,Galdr,50,-3,2,,Water ,20,,,10,Common,6240,Imperia,,,,Classspecific,,,,Water Mask of the Tortoise
910,Dark Galverg's Helmet,Helmet,Helmet,Galverg,100,-1,1,,Dark ,20,,,1,Unique,640,Nordagh,,,,,,,,Dark Galverg's Helmet
911,Boar Cowl,Helmet,Helmet,Gungnir,60,-4,3,,Earth ,20,,,12,Unique,7488,Nordagh,,,,Classspecific,,,,Earth Boar Cowl
912,Wolf Cowl,Helmet,Helmet,Gungnir,25,-2,1,,Earth ,14,,,5,Unique,2640,Nordagh,,,,Classspecific,,,,Earth Wolf Cowl
913,Bladed Fin,Helmet,Helmet,Minotaur,40,-3,2,,Water ,10,,,7,Infrequent,3472,Imperia,,,,Classspecific,,,,Water Bladed Fin
914,Crested Beast's Helm,Helmet,Helmet,Minotaur,60,-3,2,,,,,,9,Infrequent,3024,Imperia,,,,Classspecific,,,,Crested Beast's Helm
915,Flaming Skull Cap,Helmet,Helmet,Minotaur,20,-2,1,,Fire ,14,,,3,Common,1584,Steppes,,,,Classspecific,,,,Fire Flaming Skull Cap
916,Flowing Chainmail,Helmet,Helmet,Minotaur,25,-2,1,,Air ,10,,,5,Frequent,2400,Expanse,,,,Classspecific,,,,Air Flowing Chainmail
917,Iron Spiked Minotaur Helm,Helmet,Helmet,Minotaur,80,-4,3,,Earth ,16,,,12,Rare,7296,Nordagh,,,,Classspecific,,,,Earth Iron Spiked Minotaur Helm
918,Copper Campana,Helmet,Helmet,Murmillo,30,-3,2,,,,,,6,Common,1824,Imperia,,,,Classspecific,,,,Copper Campana
919,Iron Campana,Helmet,Helmet,Murmillo,50,-3,2,,Earth ,8,,,10,Frequent,4480,Nordagh,,,,Classspecific,,,,Earth Iron Campana
920,Jeweled Campana,Helmet,Helmet,Murmillo,70,-4,3,,Air ,10,,,14,Rare,7168,Expanse,,,,Classspecific,,,,Air Jeweled Campana
921,Jeweled Campana,Helmet,Helmet,Murmillo,70,-4,3,,Earth ,10,,,14,Rare,7168,Expanse,,,,Classspecific,,,,Earth Jeweled Campana
922,Jeweled Campana,Helmet,Helmet,Murmillo,70,-4,3,,Fire ,10,,,14,Rare,7168,Expanse,,,,Classspecific,,,,Fire Jeweled Campana
923,Jeweled Campana,Helmet,Helmet,Murmillo,70,-4,3,,Water ,10,,,14,Rare,7168,Expanse,,,,Classspecific,,,,Water Jeweled Campana
924,Maritus,Helmet,Helmet,Murmillo,60,-4,3,,Water ,12,,,12,Infrequent,6336,Imperia,,,,Classspecific,,,,Water Maritus
925,Mosaic Campana,Helmet,Helmet,Murmillo,20,-2,1,,Water ,6,,,4,Common,1600,Expanse,,,,Classspecific,,,,Water Mosaic Campana
926,Polished Campana,Helmet,Helmet,Murmillo,40,-3,2,,,,,,8,Frequent,2560,Imperia,,,,Classspecific,,,,Polished Campana
927,Spiked Campana,Helmet,Helmet,Murmillo,80,-5,4,,Air ,8,,,16,Rare,7680,Nordagh,,,,Classspecific,,,,Air Spiked Campana
928,Winged Campana,Helmet,Helmet,Murmillo,90,-5,4,,Air ,8,,,18,Very Rare,8928,Steppes,,,,Classspecific,,,,Air Winged Campana
929,Dark Gallus Infectus,Helmet,Helmet,Mutuus,100,-1,1,,Dark ,20,,,1,Rare,688,Imperia,,,,Classspecific,,,,Dark Gallus Infectus
930,Gallus Helmet,Helmet,Helmet,Mutuus,60,-1,1,,,,,,1,Unique,320,Imperia,,,,Classspecific,,,,Gallus Helmet
931,Arrow Thru Head,Helmet,Helmet,Plain,120,-6,5,,,,,,22,Unique,6688,Expanse,Imperia,Nordagh,Steppes,Tracked,Unsellable,Unbreakable,,Arrow Thru Head
932,Groucho Nose,Helmet,Helmet,Plain,120,-6,5,,,,,,22,Unique,6688,Expanse,Imperia,Nordagh,Steppes,Tracked,Unsellable,Unbreakable,,Groucho Nose
933,Jester,Helmet,Helmet,Plain,0,-6,5,,,,,,22,Unique,6688,Expanse,,,,Tracked,Unsellable,Unbreakable,,Jester
934,Circlet of the Gods,Helmet,HelmetA,Diadem,20,-2,1,,Air ,12,,,4,Frequent,2048,Expanse,,,,,,,,Air Circlet of the Gods
935,Circlet of the Gods,Helmet,HelmetA,Diadem,20,-2,1,,Earth ,12,,,4,Frequent,2048,Expanse,,,,,,,,Earth Circlet of the Gods
936,Circlet of the Gods,Helmet,HelmetA,Diadem,20,-2,1,,Fire ,12,,,4,Frequent,2048,Expanse,,,,,,,,Fire Circlet of the Gods
937,Circlet of the Gods,Helmet,HelmetA,Diadem,20,-2,1,,Water ,12,,,4,Frequent,2048,Expanse,,,,,,,,Water Circlet of the Gods
938,Diadem,Helmet,HelmetA,Diadem,45,-3,2,,,,,,9,Infrequent,3024,Imperia,,,,,,,,Diadem
939,Golden Diadem,Helmet,HelmetA,Diadem,50,-3,2,,,,,,10,Infrequent,3360,Expanse,,,,,,,,Golden Diadem
940,Jeweled Circlet,Helmet,HelmetA,Diadem,15,-2,1,,Air ,4,,,3,Frequent,1152,Expanse,,,,,,,,Air Jeweled Circlet
941,Jeweled Circlet,Helmet,HelmetA,Diadem,15,-2,1,,Earth ,4,,,3,Frequent,1152,Expanse,,,,,,,,Earth Jeweled Circlet
942,Jeweled Circlet,Helmet,HelmetA,Diadem,15,-2,1,,Fire ,4,,,3,Frequent,1152,Expanse,,,,,,,,Fire Jeweled Circlet
943,Jeweled Circlet,Helmet,HelmetA,Diadem,15,-2,1,,Water ,4,,,3,Frequent,1152,Expanse,,,,,,,,Water Jeweled Circlet
944,Jeweled Diadem,Helmet,HelmetA,Diadem,60,-4,3,,Water ,10,,,12,Rare,6144,Expanse,,,,,,,,Water Jeweled Diadem
945,Plated Circlet,Helmet,HelmetA,Diadem,10,-1,1,,Air ,10,,,2,Common,960,Imperia,,,,,,,,Air Plated Circlet
946,Plated Circlet,Helmet,HelmetA,Diadem,10,-1,1,,Earth ,10,,,2,Common,960,Imperia,,,,,,,,Earth Plated Circlet
947,Plated Circlet,Helmet,HelmetA,Diadem,10,-1,1,,Fire ,10,,,2,Common,960,Imperia,,,,,,,,Fire Plated Circlet
948,Plated Circlet,Helmet,HelmetA,Diadem,10,-1,1,,Water ,10,,,2,Common,960,Imperia,,,,,,,,Water Plated Circlet
949,Rigid Circlet,Helmet,HelmetA,Diadem,5,-1,1,,Air ,10,,,1,Common,480,Imperia,,,,,,,,Air Rigid Circlet
950,Rigid Circlet,Helmet,HelmetA,Diadem,5,-1,1,,Earth ,10,,,1,Common,480,Imperia,,,,,,,,Earth Rigid Circlet
951,Rigid Circlet,Helmet,HelmetA,Diadem,5,-1,1,,Fire ,10,,,1,Common,480,Imperia,,,,,,,,Fire Rigid Circlet
952,Rigid Circlet,Helmet,HelmetA,Diadem,5,-1,1,,Water ,10,,,1,Common,480,Imperia,,,,,,,,Water Rigid Circlet
953,Soul's Diadem,Helmet,HelmetA,Diadem,55,-4,3,,Air ,4,,,11,Rare,4576,Expanse,,,,,,,,Air Soul's Diadem
954,Soul's Diadem,Helmet,HelmetA,Diadem,55,-4,3,,Earth ,4,,,11,Rare,4576,Expanse,,,,,,,,Earth Soul's Diadem
955,Soul's Diadem,Helmet,HelmetA,Diadem,55,-4,3,,Fire ,4,,,11,Rare,4576,Expanse,,,,,,,,Fire Soul's Diadem
956,Soul's Diadem,Helmet,HelmetA,Diadem,55,-4,3,,Water ,4,,,11,Rare,4576,Expanse,,,,,,,,Water Soul's Diadem
957,Comptus,Helmet,HelmetB,Arcane,25,-2,1,,Air ,4,,,5,Common,1840,Imperia,,,,,,,,Air Comptus
958,Comptus,Helmet,HelmetB,Arcane,25,-2,1,,Earth ,4,,,5,Common,1840,Imperia,,,,,,,,Earth Comptus
959,Comptus,Helmet,HelmetB,Arcane,25,-2,1,,Fire ,4,,,5,Common,1840,Imperia,,,,,,,,Fire Comptus
960,Comptus,Helmet,HelmetB,Arcane,25,-2,1,,Water ,4,,,5,Common,1840,Imperia,,,,,,,,Water Comptus
961,Contubernium,Helmet,HelmetB,Arcane,30,-3,2,,Fire ,6,,,6,Frequent,2496,Imperia,,,,,,,,Fire Contubernium
962,Crown of Earth,Helmet,HelmetB,Arcane,100,-5,4,,Earth ,16,,,19,Very Rare,11856,Expanse,,,,,,,,Earth Crown of Earth
963,Crown of Fire,Helmet,HelmetB,Arcane,100,-5,4,,Fire ,16,,,19,Very Rare,11856,Expanse,,,,,,,,Fire Crown of Fire
964,Crown of Water,Helmet,HelmetB,Arcane,100,-5,4,,Water ,16,,,19,Very Rare,11856,Imperia,,,,,,,,Water Crown of Water
965,Golden Headdress,Helmet,HelmetB,Arcane,35,-3,2,,Earth ,8,,,7,Common,3024,Expanse,,,,,,,,Earth Golden Headdress
966,Miter,Helmet,HelmetB,Arcane,70,-4,3,,,,,,14,Frequent,4480,Expanse,,,,,,,,Miter
967,Sacred Miter,Helmet,HelmetB,Arcane,75,-4,3,,Water ,18,,,15,Infrequent,9360,Expanse,,,,,,,,Water Sacred Miter
968,Skeletal Headdress,Helmet,HelmetB,Channeler,100,-5,4,,,,,,20,Unique,6080,Imperia,,,,Classspecific,,,,Skeletal Headdress
969,Pharaoh's Miter,Helmet,HelmetB,Summoner,90,-5,4,,Earth ,14,,,18,Unique,9504,Expanse,,,,Classspecific,,,,Earth Pharaoh's Miter
970,Stained Fur Hat,Helmet,HelmetC,Archer,80,-5,4,,Air ,14,,,16,Unique,8448,Steppes,,,,Classspecific,,,,Air Stained Fur Hat
971,Stained Fur Hat,Helmet,HelmetC,Archer,80,-5,4,,Earth ,14,,,16,Unique,8448,Steppes,,,,Classspecific,,,,Earth Stained Fur Hat
972,Stained Fur Hat,Helmet,HelmetC,Archer,80,-5,4,,Fire ,14,,,16,Unique,8448,Steppes,,,,Classspecific,,,,Fire Stained Fur Hat
973,Stained Fur Hat,Helmet,HelmetC,Archer,80,-5,4,,Water ,14,,,16,Unique,8448,Steppes,,,,Classspecific,,,,Water Stained Fur Hat
974,Clawed Cap,Helmet,HelmetC,Hat,70,-4,3,,Air ,4,,,14,Infrequent,5600,Steppes,,,,,,,,Air Clawed Cap
975,Cured Leather Hat,Helmet,HelmetC,Hat,45,-3,2,,Air ,4,,,9,Common,3312,Steppes,,,,,,,,Air Cured Leather Hat
976,Dark Band,Helmet,HelmetC,Hat,15,-2,1,,Water ,6,,,3,Common,1200,Nordagh,,,,,,,,Water Dark Band
977,Death's Head Skull Cap,Helmet,HelmetC,Hat,20,-2,1,,Air ,6,,,4,Common,1600,Steppes,,,,,,,,Air Death's Head Skull Cap
978,Death's Head Skull Cap,Helmet,HelmetC,Hat,20,-2,1,,Earth ,6,,,4,Common,1600,Steppes,,,,,,,,Earth Death's Head Skull Cap
979,Death's Head Skull Cap,Helmet,HelmetC,Hat,20,-2,1,,Fire ,6,,,4,Common,1600,Steppes,,,,,,,,Fire Death's Head Skull Cap
980,Death's Head Skull Cap,Helmet,HelmetC,Hat,20,-2,1,,Water ,6,,,4,Common,1600,Steppes,,,,,,,,Water Death's Head Skull Cap
981,Fur Band,Helmet,HelmetC,Hat,5,-1,1,,Air ,6,,,1,Common,416,Nordagh,,,,,,,,Air Fur Band
982,Fur Band,Helmet,HelmetC,Hat,5,-1,1,,Earth ,6,,,1,Common,416,Nordagh,,,,,,,,Earth Fur Band
983,Fur Band,Helmet,HelmetC,Hat,5,-1,1,,Fire ,6,,,1,Common,416,Nordagh,,,,,,,,Fire Fur Band
984,Fur Band,Helmet,HelmetC,Hat,5,-1,1,,Water ,6,,,1,Common,416,Nordagh,,,,,,,,Water Fur Band
985,Fur Hat,Helmet,HelmetC,Hat,25,-2,1,,Air ,4,,,5,Frequent,1920,Nordagh,,,,,,,,Air Fur Hat
986,Fur Hat,Helmet,HelmetC,Hat,25,-2,1,,Earth ,4,,,5,Frequent,1920,Nordagh,,,,,,,,Earth Fur Hat
987,Fur Hat,Helmet,HelmetC,Hat,25,-2,1,,Fire ,4,,,5,Frequent,1920,Nordagh,,,,,,,,Fire Fur Hat
988,Fur Hat,Helmet,HelmetC,Hat,25,-2,1,,Water ,4,,,5,Frequent,1920,Nordagh,,,,,,,,Water Fur Hat
989,Horned Band,Helmet,HelmetC,Hat,25,-2,1,,Air ,4,,,5,Frequent,1920,Steppes,,,,,,,,Air Horned Band
990,Horned Band,Helmet,HelmetC,Hat,25,-2,1,,Earth ,4,,,5,Frequent,1920,Steppes,,,,,,,,Earth Horned Band
991,Horned Band,Helmet,HelmetC,Hat,25,-2,1,,Fire ,4,,,5,Frequent,1920,Steppes,,,,,,,,Fire Horned Band
992,Horned Band,Helmet,HelmetC,Hat,25,-2,1,,Water ,4,,,5,Frequent,1920,Steppes,,,,,,,,Water Horned Band
993,Leather Cap,Helmet,HelmetC,Hat,65,-4,3,,,,,,13,Frequent,4160,Nordagh,,,,,,,,Leather Cap
994,Leather Hat,Helmet,HelmetC,Hat,30,-3,2,,,,,,6,Common,1824,Steppes,,,,,,,,Leather Hat
995,Patched Leather Cap,Helmet,HelmetC,Hat,60,-4,3,,,,,,12,Infrequent,4032,Steppes,,,,,,,,Patched Leather Cap
996,Plated Band,Helmet,HelmetC,Hat,25,-2,1,,Air ,6,,,5,Frequent,2080,Expanse,,,,,,,,Air Plated Band
997,Plated Band,Helmet,HelmetC,Hat,25,-2,1,,Earth ,6,,,5,Frequent,2080,Expanse,,,,,,,,Earth Plated Band
998,Plated Band,Helmet,HelmetC,Hat,25,-2,1,,Fire ,6,,,5,Frequent,2080,Expanse,,,,,,,,Fire Plated Band
999,Plated Band,Helmet,HelmetC,Hat,25,-2,1,,Water ,6,,,5,Frequent,2080,Expanse,,,,,,,,Water Plated Band
1000,Ring of Fangs,Helmet,HelmetC,Hat,35,-3,2,,Earth ,6,,,7,Infrequent,3024,Nordagh,,,,,,,,Earth Ring of Fangs
1001,Silk Cap,Helmet,HelmetC,Hat,50,-3,2,,Air ,6,,,10,Infrequent,4320,Steppes,,,,,,,,Air Silk Cap
1002,Silk Cap,Helmet,HelmetC,Hat,50,-3,2,,Earth ,6,,,10,Infrequent,4320,Steppes,,,,,,,,Earth Silk Cap
1003,Silk Cap,Helmet,HelmetC,Hat,50,-3,2,,Fire ,6,,,10,Infrequent,4320,Steppes,,,,,,,,Fire Silk Cap
1004,Silk Cap,Helmet,HelmetC,Hat,50,-3,2,,Water ,6,,,10,Infrequent,4320,Steppes,,,,,,,,Water Silk Cap
1005,Steel Cap,Helmet,HelmetC,Hat,75,-4,3,,,,,,15,Rare,5280,Nordagh,,,,,,,,Steel Cap
1006,Warrior's Band,Helmet,HelmetC,Hat,10,-1,1,,Earth ,8,,,2,Common,896,Steppes,,,,,,,,Earth Warrior's Band
1007,Wing Hat,Helmet,HelmetC,Hat,30,-3,2,,Air ,10,,,6,Infrequent,2976,Steppes,,,,,,,,Air Wing Hat
1008,Wing Hat,Helmet,HelmetC,Hat,30,-3,2,,Earth ,10,,,6,Infrequent,2976,Steppes,,,,,,,,Earth Wing Hat
1009,Wing Hat,Helmet,HelmetC,Hat,30,-3,2,,Fire ,10,,,6,Infrequent,2976,Steppes,,,,,,,,Fire Wing Hat
1010,Wing Hat,Helmet,HelmetC,Hat,30,-3,2,,Water ,10,,,6,Infrequent,2976,Steppes,,,,,,,,Water Wing Hat
1011,Wood Armored Hat,Helmet,HelmetC,Hat,40,-3,2,,Earth ,10,,,8,Infrequent,3968,Nordagh,,,,,,,,Earth Wood Armored Hat
1012,Rhinoceros Spangenhelm,Helmet,HelmetD,Barbarian,100,-5,4,,,,,,20,Unique,6080,Nordagh,,,,Classspecific,,,,Rhinoceros Spangenhelm
1013,Bronze Horned Helm,Helmet,HelmetD,Helm,95,-5,4,,,,,,19,Infrequent,6384,Nordagh,,,,,,,,Bronze Horned Helm
1014,Confortari,Helmet,HelmetD,Helm,45,-3,2,,Air ,4,,,9,Common,3312,Nordagh,,,,,,,,Air Confortari
1015,Confortari,Helmet,HelmetD,Helm,45,-3,2,,Earth ,4,,,9,Common,3312,Nordagh,,,,,,,,Earth Confortari
1016,Confortari,Helmet,HelmetD,Helm,45,-3,2,,Fire ,4,,,9,Common,3312,Nordagh,,,,,,,,Fire Confortari
1017,Confortari,Helmet,HelmetD,Helm,45,-3,2,,Water ,4,,,9,Common,3312,Nordagh,,,,,,,,Water Confortari
1018,Consenesco,Helmet,HelmetD,Helm,55,-4,3,,,,,,11,Common,3344,Imperia,,,,,,,,Consenesco
1019,Heavy Helm,Helmet,HelmetD,Helm,95,-5,4,,Air ,6,,,19,Infrequent,8208,Nordagh,,,,,,,,Air Heavy Helm
1020,Heavy Helm,Helmet,HelmetD,Helm,95,-5,4,,Earth ,6,,,19,Infrequent,8208,Nordagh,,,,,,,,Earth Heavy Helm
1021,Heavy Helm,Helmet,HelmetD,Helm,95,-5,4,,Fire ,6,,,19,Infrequent,8208,Nordagh,,,,,,,,Fire Heavy Helm
1022,Heavy Helm,Helmet,HelmetD,Helm,95,-5,4,,Water ,6,,,19,Infrequent,8208,Nordagh,,,,,,,,Water Heavy Helm
1023,Hooked Ridge Helmet,Helmet,HelmetD,Helm,55,-4,3,,Air ,10,,,11,Infrequent,5456,Expanse,,,,,,,,Air Hooked Ridge Helmet
1024,Hooked Ridge Helmet,Helmet,HelmetD,Helm,55,-4,3,,Earth ,10,,,11,Infrequent,5456,Expanse,,,,,,,,Earth Hooked Ridge Helmet
1025,Hooked Ridge Helmet,Helmet,HelmetD,Helm,55,-4,3,,Fire ,10,,,11,Infrequent,5456,Expanse,,,,,,,,Fire Hooked Ridge Helmet
1026,Hooked Ridge Helmet,Helmet,HelmetD,Helm,55,-4,3,,Water ,10,,,11,Infrequent,5456,Expanse,,,,,,,,Water Hooked Ridge Helmet
1027,Iron Helm,Helmet,HelmetD,Helm,90,-5,4,,Air ,4,,,18,Frequent,6912,Nordagh,,,,,,,,Air Iron Helm
1028,Iron Helm,Helmet,HelmetD,Helm,90,-5,4,,Earth ,4,,,18,Frequent,6912,Nordagh,,,,,,,,Earth Iron Helm
1029,Iron Helm,Helmet,HelmetD,Helm,90,-5,4,,Fire ,4,,,18,Frequent,6912,Nordagh,,,,,,,,Fire Iron Helm
1030,Iron Helm,Helmet,HelmetD,Helm,90,-5,4,,Water ,4,,,18,Frequent,6912,Nordagh,,,,,,,,Water Iron Helm
1031,Iron Horned Helm,Helmet,HelmetD,Helm,95,-5,4,,,,,,19,Rare,6688,Nordagh,,,,,,,,Iron Horned Helm
1032,Pointed Helm,Helmet,HelmetD,Helm,90,-5,4,,Air ,10,,,18,Frequent,8640,Nordagh,,,,,,,,Air Pointed Helm
1033,Pointed Helm,Helmet,HelmetD,Helm,90,-5,4,,Earth ,10,,,18,Frequent,8640,Nordagh,,,,,,,,Earth Pointed Helm
1034,Pointed Helm,Helmet,HelmetD,Helm,90,-5,4,,Fire ,10,,,18,Frequent,8640,Nordagh,,,,,,,,Fire Pointed Helm
1035,Pointed Helm,Helmet,HelmetD,Helm,90,-5,4,,Water ,10,,,18,Frequent,8640,Nordagh,,,,,,,,Water Pointed Helm
1036,Ridged Fortis,Helmet,HelmetD,Helm,55,-4,3,,,,,,11,Frequent,3520,Imperia,,,,,,,,Ridged Fortis
1037,Shielded Ridge Helmet,Helmet,HelmetD,Helm,15,-2,1,,,,,,3,Frequent,960,Nordagh,,,,,,,,Shielded Ridge Helmet
1038,Spangenhelm,Helmet,HelmetD,Helm,100,-5,4,,,,,,20,Rare,7040,Nordagh,,,,,,,,Spangenhelm
1039,Bladed Gallic Helmet,Helmet,HelmetE,Centurion,100,-5,4,,,,,,19,Unique,5776,Imperia,,,,Classspecific,,,,Bladed Gallic Helmet
1040,Closed Gallic Helmet,Helmet,HelmetE,Centurion,100,-5,4,,Air ,18,,,19,Unique,11248,Imperia,,,,Classspecific,,,,Air Closed Gallic Helmet
1041,Closed Gallic Helmet,Helmet,HelmetE,Centurion,100,-5,4,,Earth ,18,,,19,Unique,11248,Imperia,,,,Classspecific,,,,Earth Closed Gallic Helmet
1042,Closed Gallic Helmet,Helmet,HelmetE,Centurion,100,-5,4,,Fire ,18,,,19,Unique,11248,Imperia,,,,Classspecific,,,,Fire Closed Gallic Helmet
1043,Closed Gallic Helmet,Helmet,HelmetE,Centurion,100,-5,4,,Water ,18,,,19,Unique,11248,Imperia,,,,Classspecific,,,,Water Closed Gallic Helmet
1044,Dark Dark Cowl,Helmet,HelmetE,DarkLegion,90,-5,4,,Dark ,18,,,1,Unique,592,Imperia,,,,Classspecific,,,,Dark Dark Cowl
1045,Mask of Argos,Helmet,HelmetE,Legionnaire,85,-5,4,,Air ,16,,,17,Unique,9520,Imperia,,,,Classspecific,,,,Air Mask of Argos
1046,Mask of Argos,Helmet,HelmetE,Legionnaire,85,-5,4,,Earth ,16,,,17,Unique,9520,Imperia,,,,Classspecific,,,,Earth Mask of Argos
1047,Mask of Argos,Helmet,HelmetE,Legionnaire,85,-5,4,,Fire ,16,,,17,Unique,9520,Imperia,,,,Classspecific,,,,Fire Mask of Argos
1048,Mask of Argos,Helmet,HelmetE,Legionnaire,85,-5,4,,Water ,16,,,17,Unique,9520,Imperia,,,,Classspecific,,,,Water Mask of Argos
1049,Soldier's Helmet,Helmet,HelmetE,Legionnaire,60,-4,3,,,,,,12,Unique,3648,Imperia,,,,Classspecific,,,,Soldier's Helmet
1050,Attic Cuspis,Helmet,HelmetE,Military,60,-4,3,,Air ,6,,,12,Common,4800,Steppes,,,,,,,,Air Attic Cuspis
1051,Attic Cuspis,Helmet,HelmetE,Military,60,-4,3,,Earth ,6,,,12,Common,4800,Steppes,,,,,,,,Earth Attic Cuspis
1052,Attic Cuspis,Helmet,HelmetE,Military,60,-4,3,,Fire ,6,,,12,Common,4800,Steppes,,,,,,,,Fire Attic Cuspis
1053,Attic Cuspis,Helmet,HelmetE,Military,60,-4,3,,Water ,6,,,12,Common,4800,Steppes,,,,,,,,Water Attic Cuspis
1054,Attic Durus,Helmet,HelmetE,Military,25,-2,1,,Earth ,4,,,5,Common,1840,Nordagh,,,,,,,,Earth Attic Durus
1055,Brass Coolus,Helmet,HelmetE,Military,30,-3,2,,Air ,4,,,6,Common,2208,Imperia,,,,,,,,Air Brass Coolus
1056,Bronze Italic,Helmet,HelmetE,Military,50,-3,2,,Air ,4,,,10,Infrequent,4000,Imperia,,,,,,,,Air Bronze Italic
1057,Bronze Italic,Helmet,HelmetE,Military,50,-3,2,,Earth ,4,,,10,Infrequent,4000,Imperia,,,,,,,,Earth Bronze Italic
1058,Bronze Italic,Helmet,HelmetE,Military,50,-3,2,,Fire ,4,,,10,Infrequent,4000,Imperia,,,,,,,,Fire Bronze Italic
1059,Bronze Italic,Helmet,HelmetE,Military,50,-3,2,,Water ,4,,,10,Infrequent,4000,Imperia,,,,,,,,Water Bronze Italic
1060,Corinthian Helmet,Helmet,HelmetE,Military,80,-5,4,,Fire ,4,,,16,Rare,6656,Imperia,,,,,,,,Fire Corinthian Helmet
1061,Crested Coolus,Helmet,HelmetE,Military,35,-3,2,,Air ,4,,,7,Frequent,2688,Imperia,,,,,,,,Air Crested Coolus
