//Saved School
NAME:	"Daxterius Maximus"
	SKILL: "Gungnir UnstoppableThrow"
	SKILL: "Gungnir PointBlankCantMiss"
	SKILL: "Gungnir TargetFoot"
	SKILL: "Gungnir PoinBlankPowered"
	SKILL: "Gungnir DistanceThrow IV"

	// innate skills
	SKILL: "Gungnir Awareness"

	// other skills
	SKILL: "Gungnir AirAffinity I"
	SKILL: "Gungnir EarthAffinity I"
	SKILL: "Gungnir FireAffinity I"
	SKILL: "Gungnir WaterAffinity I"
	SKILL: "Gungnir Combo I"
	SKILL: "Gungnir BearForm I"
	SKILL: "Bear ShiftReturn"
	SKILL: "Gungnir AirAffinity II"
	SKILL: "Gungnir EarthAffinity II"
	SKILL: "Gungnir FireAffinity II"
	SKILL: "Gungnir WaterAffinity II"
	SKILL: "Gungnir Combo II"
	SKILL: "Gungnir AirAffinity III"
	SKILL: "Gungnir EarthAffinity III"
	SKILL: "Gungnir FireAffinity III"
	SKILL: "Gungnir WaterAffinity III"
	SKILL: "Gungnir Combo III"
	SKILL: "Gungnir Cover"
	SKILL: "Gungnir Combo IV"
	SKILL: "Gungnir AirAffinity IV"
	SKILL: "Gungnir BearForm II"
	SKILL: "Gungnir EarthAffinity IV"
	SKILL: "Gungnir FireAffinity IV"
	SKILL: "Gungnir WaterAffinity IV"
	SKILL: "Gungnir HellGate"


CREATEUNIT:		"Gwazi1", "Gwazi"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	413

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Light", "", "", "", ""

	// defense skills
	SKILL: "Gwazi Evade"

	// basic skills
	SKILL: "Gwazi Attack"
	SKILL: "Gwazi BackAttack"
	SKILL: "Gwazi InfallibleAim"
	SKILL: "Gwazi Run I"
	SKILL: "Gwazi WeaponThrow"
	SKILL: "Gwazi Trip"
	SKILL: "Gwazi DestroyShield"
	SKILL: "Gwazi ShieldBypass"
	SKILL: "Gwazi TargetHead"
	SKILL: "Gwazi Slice"

	// innate skills
	SKILL: "Gwazi Wiseguy"
	SKILL: "Gwazi Smartass"
	SKILL: "Gwazi Evade II"

	// other skills
	SKILL: "Gwazi Shield"
	SKILL: "Gwazi SandToss"
	SKILL: "Gwazi AirAffinity I"
	SKILL: "Gwazi EarthAffinity I"
	SKILL: "Gwazi FireAffinity I"
	SKILL: "Gwazi WaterAffinity I"
	SKILL: "Gwazi Combo I"
	SKILL: "Gwazi Turtle I"
	SKILL: "Gwazi AirAffinity II"
	SKILL: "Gwazi EarthAffinity II"
	SKILL: "Gwazi FireAffinity II"
	SKILL: "Gwazi WaterAffinity II"
	SKILL: "Gwazi Combo II"
	SKILL: "Gwazi AirAffinity III"
	SKILL: "Gwazi EarthAffinity III"
	SKILL: "Gwazi FireAffinity III"
	SKILL: "Gwazi WaterAffinity III"
	SKILL: "Gwazi Combo III"
	SKILL: "Gwazi Combo IV"
	SKILL: "Gwazi AirAffinity IV"
	SKILL: "Gwazi EarthAffinity IV"
	SKILL: "Gwazi FireAffinity IV"
	SKILL: "Gwazi WaterAffinity IV"



CREATEUNIT:		"Legionnaire1", "Legionnaire"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	309

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Fire Test Sword Medium", "", "", "", ""

	// defense skills
	SKILL: "Legionnaire Evade"

	// basic skills
	SKILL: "Legionnaire Attack"
	SKILL: "Legionnaire TargetLeg"
	SKILL: "Legionnaire PrecisionAttack"
	SKILL: "Legionnaire TargetArm"
	SKILL: "Legionnaire DestroyShield"
	SKILL: "Legionnaire TargetHead"
	SKILL: "Legionnaire DestroyHelm"

	// innate skills
	SKILL: "Legionnaire PracticedManeuvers"
	SKILL: "Legionnaire Orders"
	SKILL: "Legionnaire Evade II"
	SKILL: "Legionnaire Awareness"
	SKILL: "Legionnaire Riposte"
	SKILL: "Legionnaire Discipline"
	SKILL: "Legionnaire IndomitableWill"
	SKILL: "Legionnaire OffBalance"

	// other skills
	SKILL: "Legionnaire Shield"
	SKILL: "Legionnaire AirAffinity I"
	SKILL: "Legionnaire EarthAffinity I"
	SKILL: "Legionnaire FireAffinity I"
	SKILL: "Legionnaire WaterAffinity I"
	SKILL: "Legionnaire Combo I"
	SKILL: "Legionnaire Turtle I"
	SKILL: "Legionnaire AirAffinity II"
	SKILL: "Legionnaire EarthAffinity II"
	SKILL: "Legionnaire FireAffinity II"
	SKILL: "Legionnaire WaterAffinity II"
	SKILL: "Legionnaire Combo II"
	SKILL: "Legionnaire AirAffinity III"
	SKILL: "Legionnaire EarthAffinity III"
	SKILL: "Legionnaire FireAffinity III"
	SKILL: "Legionnaire WaterAffinity III"
	SKILL: "Legionnaire Combo III"
	SKILL: "Legionnaire RiposteSub"
	SKILL: "Legionnaire Turtle II"
	SKILL: "Legionnaire Combo IV"
	SKILL: "Legionnaire AirAffinity IV"
	SKILL: "Legionnaire EarthAffinity IV"
	SKILL: "Legionnaire FireAffinity IV"
	SKILL: "Legionnaire WaterAffinity IV"
	SKILL: "Legionnaire HellGate"


CREATEUNIT:		"LegionnaireF1", "LegionnaireF"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	309

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Medium", "", "Air Test Shield Medium", "", ""

	// defense skills
	SKILL: "Legionnaire Evade"

	// basic skills
	SKILL: "Legionnaire Attack"
	SKILL: "Legionnaire TargetLeg"
	SKILL: "Legionnaire PrecisionAttack"
	SKILL: "Legionnaire TargetArm"
	SKILL: "Legionnaire DestroyShield"
	SKILL: "Legionnaire TargetHead"
	SKILL: "Legionnaire DestroyHelm"

	// innate skills
	SKILL: "Legionnaire PracticedManeuvers"
	SKILL: "Legionnaire Orders"
	SKILL: "Legionnaire Evade II"
	SKILL: "Legionnaire Awareness"
	SKILL: "Legionnaire Riposte"
	SKILL: "Legionnaire Discipline"
	SKILL: "Legionnaire IndomitableWill"
	SKILL: "Legionnaire OffBalance"

	// other skills
	SKILL: "Legionnaire Shield"
	SKILL: "Legionnaire AirAffinity I"
	SKILL: "Legionnaire EarthAffinity I"
	SKILL: "Legionnaire FireAffinity I"
	SKILL: "Legionnaire WaterAffinity I"
	SKILL: "Legionnaire Combo I"
	SKILL: "Legionnaire Turtle I"
	SKILL: "Legionnaire AirAffinity II"
	SKILL: "Legionnaire EarthAffinity II"
	SKILL: "Legionnaire FireAffinity II"
	SKILL: "Legionnaire WaterAffinity II"
	SKILL: "Legionnaire Combo II"
	SKILL: "Legionnaire AirAffinity III"
	SKILL: "Legionnaire EarthAffinity III"
	SKILL: "Legionnaire FireAffinity III"
	SKILL: "Legionnaire WaterAffinity III"
	SKILL: "Legionnaire Combo III"
	SKILL: "Legionnaire RiposteSub"
	SKILL: "Legionnaire Turtle II"
	SKILL: "Legionnaire Combo IV"
	SKILL: "Legionnaire AirAffinity IV"
	SKILL: "Legionnaire EarthAffinity IV"
	SKILL: "Legionnaire FireAffinity IV"
	SKILL: "Legionnaire WaterAffinity IV"
	SKILL: "Legionnaire HellGate"

CREATEUNIT:		"Ludo", "Ludo"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	301

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Medium", "", "Air Test Shield Medium", "", ""

	// defense skills
	SKILL: "Ludo Evade"

	// basic skills
	SKILL: "Ludo Attack"
	SKILL: "Ludo TargetLeg"
	SKILL: "Ludo Upperhand"
	SKILL: "Ludo TargetArm"
	SKILL: "Ludo DestroyShield"
	SKILL: "Ludo TargetHead"
	SKILL: "Ludo UpwardSlash"

	// innate skills
	SKILL: "Ludo Evade II"
	SKILL: "Ludo Awareness"
	SKILL: "Ludo PeoplesHero I"
	SKILL: "Ludo Riposte"
	SKILL: "Ludo Discipline"
	SKILL: "Ludo IndomitableWill"
	SKILL: "Ludo OffBalance"

	// other skills
	SKILL: "Ludo Shield"
	SKILL: "Ludo AirAffinity I"
	SKILL: "Ludo EarthAffinity I"
	SKILL: "Ludo FireAffinity I"
	SKILL: "Ludo WaterAffinity I"
	SKILL: "Ludo Combo I"
	SKILL: "Ludo Turtle I"
	SKILL: "Ludo AirAffinity II"
	SKILL: "Ludo EarthAffinity II"
	SKILL: "Ludo FireAffinity II"
	SKILL: "Ludo WaterAffinity II"
	SKILL: "Ludo Combo II"
	SKILL: "Ludo AirAffinity III"
	SKILL: "Ludo EarthAffinity III"
	SKILL: "Ludo FireAffinity III"
	SKILL: "Ludo WaterAffinity III"
	SKILL: "Ludo Combo III"
	SKILL: "Ludo RiposteSub"
	SKILL: "Ludo Turtle II"
	SKILL: "Ludo Combo IV"
	SKILL: "Ludo AirAffinity IV"
	SKILL: "Ludo EarthAffinity IV"
	SKILL: "Ludo FireAffinity IV"
	SKILL: "Ludo WaterAffinity IV"



///////////////////////////////////    Characters



CREATEUNIT:		"Minotaur1", "Minotaur"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	281

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Heavy", "", "", "", ""

	// defense skills
	SKILL: "Minotaur Block"

	// basic skills
	SKILL: "Minotaur Attack"
	SKILL: "Minotaur Run I"
	SKILL: "Minotaur PowerStrike"
	SKILL: "Minotaur Gore"
	SKILL: "Minotaur Trample"
	SKILL: "Minotaur DestroyHelm"
	SKILL: "Minotaur HeavyStrike"
	SKILL: "Minotaur CowTip"

	// innate skills
	SKILL: "Minotaur BullheadedResolve"
	SKILL: "Minotaur LabyrinthSenses"
	SKILL: "Minotaur Riposte"
	SKILL: "Minotaur IndomitableWill"
	SKILL: "Minotaur SuperCritical"

	// other skills
	SKILL: "Minotaur AgoraphobiaSub"
	SKILL: "Minotaur Agoraphobia"
	SKILL: "Minotaur Maze"
	SKILL: "Minotaur AirAffinity I"
	SKILL: "Minotaur EarthAffinity I"
	SKILL: "Minotaur FireAffinity I"
	SKILL: "Minotaur WaterAffinity I"
	SKILL: "Minotaur Combo I"
	SKILL: "Minotaur AirAffinity II"
	SKILL: "Minotaur EarthAffinity II"
	SKILL: "Minotaur FireAffinity II"
	SKILL: "Minotaur WaterAffinity II"
	SKILL: "Minotaur Combo II"
	SKILL: "Minotaur AirAffinity III"
	SKILL: "Minotaur Defend I"
	SKILL: "Minotaur EarthAffinity III"
	SKILL: "Minotaur FireAffinity III"
	SKILL: "Minotaur WaterAffinity III"
	SKILL: "Minotaur Combo III"
	SKILL: "Minotaur Stampede"
	SKILL: "Minotaur RiposteSub"
	SKILL: "Minotaur Combo IV"
	SKILL: "Minotaur AirAffinity IV"
	SKILL: "Minotaur EarthAffinity IV"
	SKILL: "Minotaur FireAffinity IV"
	SKILL: "Minotaur WaterAffinity IV"
	SKILL: "Minotaur Moo"
	SKILL: "Minotaur HellGate"


CREATEUNIT:		"Mongrel1", "Mongrel"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	467

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Light", "", "", "", ""

	// defense skills
	SKILL: "Mongrel Evade"

	// basic skills
	SKILL: "Mongrel Attack"
	SKILL: "Mongrel Run I"
	SKILL: "Mongrel TorsoSmash"
	SKILL: "Mongrel KickingAttack I"
	SKILL: "Mongrel KickingAttack II"
	SKILL: "Mongrel KickingAttack III"
	SKILL: "Mongrel Scratch"

	// innate skills
	SKILL: "Mongrel Driven"
	SKILL: "Mongrel WoundedAnimal"
	SKILL: "Mongrel BackStab"
	SKILL: "Mongrel Evade II"
	SKILL: "Mongrel Riposte"
	SKILL: "Mongrel Evade III"
	SKILL: "Mongrel OffBalance"
	SKILL: "Mongrel FesteringClaws"

	// other skills
	SKILL: "Mongrel WoundedAnimalSub"
	SKILL: "Mongrel AirAffinity I"
	SKILL: "Mongrel EarthAffinity I"
	SKILL: "Mongrel FireAffinity I"
	SKILL: "Mongrel WaterAffinity I"
	SKILL: "Mongrel Combo I"
	SKILL: "Mongrel Turtle I"
	SKILL: "Mongrel AirAffinity II"
	SKILL: "Mongrel EarthAffinity II"
	SKILL: "Mongrel FireAffinity II"
	SKILL: "Mongrel Combo II"
	SKILL: "Mongrel AirAffinity III"
	SKILL: "Mongrel FireAffinity III"
	SKILL: "Mongrel Combo III"
	SKILL: "Mongrel RiposteSub"
	SKILL: "Mongrel Turtle II"
	SKILL: "Mongrel Combo IV"
	SKILL: "Mongrel AirAffinity IV"
	SKILL: "Mongrel HellGate"


CREATEUNIT:		"MongrelShaman1", "MongrelShaman"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	303

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Staff", "", "", "", ""

	// defense skills
	SKILL: "MongrelShaman Evade"

	// basic skills
	SKILL: "MongrelShaman Attack"
	SKILL: "MongrelShaman FungusAmongUs"
	SKILL: "MongrelShaman Run I"
	SKILL: "MongrelShaman KickingAttack"
	SKILL: "MongrelShaman KickingAttack II"
	SKILL: "MongrelShaman KickingAttack III"
	SKILL: "MongrelShaman Scratch"

	// innate skills
	SKILL: "MongrelShaman PoisonResistance"
	SKILL: "MongrelShaman Driven"
	SKILL: "MongrelShaman Evade II"
	SKILL: "MongrelShaman FesteringClaws"
	SKILL: "MongrelShaman Evade III"
	SKILL: "MongrelShaman AffDraw"

	// other skills
	SKILL: "MongrelShaman Drowsy"
	SKILL: "MongrelShaman AirAffinity I"
	SKILL: "MongrelShaman EarthAffinity I"
	SKILL: "MongrelShaman FireAffinity I"
	SKILL: "MongrelShaman WaterAffinity I"
	SKILL: "MongrelShaman Combo I"
	SKILL: "MongrelShaman AirAffinity II"
	SKILL: "MongrelShaman EarthAffinity II"
	SKILL: "MongrelShaman FireAffinity II"
	SKILL: "MongrelShaman WaterAffinity II"
	SKILL: "MongrelShaman Combo II"
	SKILL: "MongrelShaman FreezeEnemy I"
	SKILL: "MongrelShaman AirAffinity III"
	SKILL: "MongrelShaman EarthAffinity III"
	SKILL: "MongrelShaman FireAffinity III"
	SKILL: "MongrelShaman WaterAffinity III"
	SKILL: "MongrelShaman Combo III"
	SKILL: "MongrelShaman Turtle I"
	SKILL: "MongrelShaman FeverishMind"
	SKILL: "MongrelShaman Combo IV"
	SKILL: "MongrelShaman AirAffinity IV"
	SKILL: "MongrelShaman EarthAffinity IV"
	SKILL: "MongrelShaman FireAffinity IV"
	SKILL: "MongrelShaman Turtle II"
	SKILL: "MongrelShaman WaterAffinity IV"
	SKILL: "MongrelShaman HellGate"


CREATEUNIT:		"Murmillo1", "Murmillo"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	285

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Medium", "", "", "", ""

	// defense skills
	SKILL: "Murmillo Block"

	// basic skills
	SKILL: "Murmillo Attack"
	SKILL: "Murmillo ThrowShield I"
	SKILL: "Murmillo GutBasher"
	SKILL: "Murmillo ShieldSmash I"
	SKILL: "Murmillo ThrowShield II"
	SKILL: "Murmillo BullRush"
	SKILL: "Murmillo ShieldRam"
	SKILL: "Murmillo ThrowShield III"
	SKILL: "Murmillo HeavyStrike"

	// innate skills
	SKILL: "Murmillo ArrowGuard"
	SKILL: "Murmillo ShieldMastery"
	SKILL: "Murmillo AdvancedBlock"
	SKILL: "Murmillo ShieldCounter"
	SKILL: "Murmillo FriendlyInterference"
	SKILL: "Murmillo OffBalance"
	SKILL: "Murmillo Humiliate"

	// other skills
	SKILL: "Murmillo Shield"
	SKILL: "Murmillo AirAffinity I"
	SKILL: "Murmillo EarthAffinity I"
	SKILL: "Murmillo FireAffinity I"
	SKILL: "Murmillo WaterAffinity I"
	SKILL: "Murmillo Combo I"
	SKILL: "Murmillo Turtle I"
	SKILL: "Murmillo AirAffinity II"
	SKILL: "Murmillo EarthAffinity II"
	SKILL: "Murmillo FireAffinity II"
	SKILL: "Murmillo WaterAffinity II"
	SKILL: "Murmillo Combo II"
	SKILL: "Murmillo AirAffinity III"
	SKILL: "Murmillo EarthAffinity III"
	SKILL: "Murmillo FireAffinity III"
	SKILL: "Murmillo WaterAffinity III"
	SKILL: "Murmillo Combo III"
	SKILL: "Murmillo ShieldCounterSub"
	SKILL: "Murmillo Turtle II"
	SKILL: "Murmillo Combo IV"
	SKILL: "Murmillo AirAffinity IV"
	SKILL: "Murmillo EarthAffinity IV"
	SKILL: "Murmillo FireAffinity IV"
	SKILL: "Murmillo WaterAffinity IV"
	SKILL: "Murmillo HellGate"


CREATEUNIT:		"MurmilloF1", "MurmilloF"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	285

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Medium", "", "", "", ""

	// defense skills
	SKILL: "Murmillo Block"

	// basic skills
	SKILL: "Murmillo Attack"
	SKILL: "Murmillo ThrowShield I"
	SKILL: "Murmillo GutBasher"
	SKILL: "Murmillo ShieldSmash I"
	SKILL: "Murmillo ThrowShield II"
	SKILL: "Murmillo BullRush"
	SKILL: "Murmillo ShieldRam"
	SKILL: "Murmillo ThrowShield III"
	SKILL: "Murmillo HeavyStrike"

	// innate skills
	SKILL: "Murmillo ArrowGuard"
	SKILL: "Murmillo ShieldMastery"
	SKILL: "Murmillo AdvancedBlock"
	SKILL: "Murmillo ShieldCounter"
	SKILL: "Murmillo FriendlyInterference"
	SKILL: "Murmillo OffBalance"
	SKILL: "Murmillo Humiliate"

	// other skills
	SKILL: "Murmillo Shield"
	SKILL: "Murmillo AirAffinity I"
	SKILL: "Murmillo EarthAffinity I"
	SKILL: "Murmillo FireAffinity I"
	SKILL: "Murmillo WaterAffinity I"
	SKILL: "Murmillo Combo I"
	SKILL: "Murmillo Turtle I"
	SKILL: "Murmillo AirAffinity II"
	SKILL: "Murmillo EarthAffinity II"
	SKILL: "Murmillo FireAffinity II"
	SKILL: "Murmillo WaterAffinity II"
	SKILL: "Murmillo Combo II"
	SKILL: "Murmillo AirAffinity III"
	SKILL: "Murmillo EarthAffinity III"
	SKILL: "Murmillo FireAffinity III"
	SKILL: "Murmillo WaterAffinity III"
	SKILL: "Murmillo Combo III"
	SKILL: "Murmillo ShieldCounterSub"
	SKILL: "Murmillo Turtle II"
	SKILL: "Murmillo Combo IV"
	SKILL: "Murmillo AirAffinity IV"
	SKILL: "Murmillo EarthAffinity IV"
	SKILL: "Murmillo FireAffinity IV"
	SKILL: "Murmillo WaterAffinity IV"
	SKILL: "Murmillo HellGate"


CREATEUNIT:		"Mutuus1", "Mutuus"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	575

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Medium", "", "", "", ""

	// defense skills
	SKILL: "Mutuus Evade"

	// basic skills
	SKILL: "Mutuus Attack"
	SKILL: "Mutuus Impale"
	SKILL: "Mutuus SacrificeAlly"
	SKILL: "Mutuus Roam"
	SKILL: "Mutuus Run I"
	SKILL: "Mutuus CripplingBlow"
	SKILL: "Mutuus Run II"
	SKILL: "Mutuus HeavyStrike"

	// innate skills
	SKILL: "Mutuus AlliedAssault"
	SKILL: "Mutuus Garrison"
	SKILL: "Mutuus Awareness"
	SKILL: "Mutuus IndomitableWill"

	// other skills
	SKILL: "Mutuus Shield"
	SKILL: "Mutuus Turtle I"
	SKILL: "Mutuus DarkAffinity I"
	SKILL: "Mutuus Combo I"
	SKILL: "Mutuus DarkAffinity II"
	SKILL: "Mutuus Combo II"
	SKILL: "Mutuus DarkAffinity III"
	SKILL: "Mutuus Combo III"
	SKILL: "Mutuus Turtle II"
	SKILL: "Mutuus Combo IV"
	SKILL: "Mutuus ImmediateResponse"



CREATEUNIT:		"Ogre1", "Ogre"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	343

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Medium", "", "", "", ""

	// defense skills
	SKILL: "Ogre Block"

	// basic skills
	SKILL: "Ogre Attack"
	SKILL: "Ogre ChargingAttack"
	SKILL: "Ogre Run I"
	SKILL: "Ogre WideSwing"
	SKILL: "Ogre Uppercut"
	SKILL: "Ogre DestroyShield"
	SKILL: "Ogre DestroyHelm"

	// innate skills
	SKILL: "Ogre DeliberateNature"
	SKILL: "Ogre IndomitableWill"
	SKILL: "Ogre BackAtcha"
	SKILL: "Ogre Awareness"

	// other skills
	SKILL: "Ogre BackAtchaSub"
	SKILL: "Ogre Purge"
	SKILL: "Ogre AirAffinity I"
	SKILL: "Ogre EarthAffinity I"
	SKILL: "Ogre FireAffinity I"
	SKILL: "Ogre WaterAffinity I"
	SKILL: "Ogre Combo I"
	SKILL: "Ogre Defend I"
	SKILL: "Ogre AirAffinity II"
	SKILL: "Ogre FireAffinity II"
	SKILL: "Ogre WaterAffinity II"
	SKILL: "Ogre Combo II"
	SKILL: "Ogre AirAffinity III"
	SKILL: "Ogre FearsomeFunk"
	SKILL: "Ogre FireAffinity III"
	SKILL: "Ogre WaterAffinity III"
	SKILL: "Ogre Combo III"
	SKILL: "Ogre LecherousGrin"
	SKILL: "Ogre Stench"
	SKILL: "Ogre Defend II"
	SKILL: "Ogre Combo IV"
	SKILL: "Ogre AirAffinity IV"
	SKILL: "Ogre FireAffinity IV"
	SKILL: "Ogre WaterAffinity IV"
	SKILL: "Ogre HellGate"



CREATEUNIT:		"Peltast1", "Peltast"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	305

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Javelin", "", "", "", ""

	// defense skills
	SKILL: "Peltast Evade"

	// basic skills
	SKILL: "Peltast Attack"
	SKILL: "Peltast DistanceThrow I"
	SKILL: "Peltast ExplodingJavelin"
	SKILL: "Peltast TargetShield"
	SKILL: "Peltast Run I"
	SKILL: "Peltast TargetArm"
	SKILL: "Peltast DistanceThrow II"
	SKILL: "Peltast TargetLeg"
	SKILL: "Peltast DistanceThrow III"
	SKILL: "Peltast UnstoppableThrow"
	SKILL: "Peltast IndirectFire"
	SKILL: "Peltast PointBlankCantMiss"
	SKILL: "Peltast TargetFoot"
	SKILL: "Peltast PointBlankPowered"
	SKILL: "Peltast DistanceThrow IV"

	// innate skills
	SKILL: "Peltast Awareness"

	// other skills
	SKILL: "Peltast AirAffinity I"
	SKILL: "Peltast EarthAffinity I"
	SKILL: "Peltast FireAffinity I"
	SKILL: "Peltast WaterAffinity I"
	SKILL: "Peltast Combo I"
	SKILL: "Peltast Turtle I"
	SKILL: "Peltast AirAffinity II"
	SKILL: "Peltast EarthAffinity II"
	SKILL: "Peltast FireAffinity II"
	SKILL: "Peltast WaterAffinity II"
	SKILL: "Peltast Combo II"
	SKILL: "Peltast AirAffinity III"
	SKILL: "Peltast EarthAffinity III"
	SKILL: "Peltast FireAffinity III"
	SKILL: "Peltast WaterAffinity III"
	SKILL: "Peltast Combo III"
	SKILL: "Peltast Cover"
	SKILL: "Peltast Combo IV"
	SKILL: "Peltast AirAffinity IV"
	SKILL: "Peltast EarthAffinity IV"
	SKILL: "Peltast FireAffinity IV"
	SKILL: "Peltast WaterAffinity IV"
	SKILL: "Peltast HellGate"


CREATEUNIT:		"PeltastF1", "PeltastF"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	305

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Javelin", "", "", "", ""

	// defense skills
	SKILL: "Peltast Evade"

	// basic skills
	SKILL: "Peltast Attack"
	SKILL: "Peltast DistanceThrow I"
	SKILL: "Peltast ExplodingJavelin"
	SKILL: "Peltast TargetShield"
	SKILL: "Peltast Run I"
	SKILL: "Peltast TargetArm"
	SKILL: "Peltast DistanceThrow II"
	SKILL: "Peltast TargetLeg"
	SKILL: "Peltast DistanceThrow III"
	SKILL: "Peltast UnstoppableThrow"
	SKILL: "Peltast IndirectFire"
	SKILL: "Peltast PointBlankCantMiss"
	SKILL: "Peltast TargetFoot"
	SKILL: "Peltast PointBlankPowered"
	SKILL: "Peltast DistanceThrow IV"

	// innate skills
	SKILL: "Peltast Awareness"

	// other skills
	SKILL: "Peltast AirAffinity I"
	SKILL: "Peltast EarthAffinity I"
	SKILL: "Peltast FireAffinity I"
	SKILL: "Peltast WaterAffinity I"
	SKILL: "Peltast Combo I"
	SKILL: "Peltast Turtle I"
	SKILL: "Peltast AirAffinity II"
	SKILL: "Peltast EarthAffinity II"
	SKILL: "Peltast FireAffinity II"
	SKILL: "Peltast WaterAffinity II"
	SKILL: "Peltast Combo II"
	SKILL: "Peltast AirAffinity III"
	SKILL: "Peltast EarthAffinity III"
	SKILL: "Peltast FireAffinity III"
	SKILL: "Peltast WaterAffinity III"
	SKILL: "Peltast Combo III"
	SKILL: "Peltast Cover"
	SKILL: "Peltast Combo IV"
	SKILL: "Peltast AirAffinity IV"
	SKILL: "Peltast EarthAffinity IV"
	SKILL: "Peltast FireAffinity IV"
	SKILL: "Peltast WaterAffinity IV"
	SKILL: "Peltast HellGate"


CREATEUNIT:		"SamniteExp1", "SamniteExp"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	309

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Heavy", "", "", "", ""

	// defense skills
	SKILL: "Samnite Block"

	// basic skills
	SKILL: "Samnite Attack"
	SKILL: "Samnite Overrun"
	SKILL: "Samnite Bulldoze II"
	SKILL: "Samnite ForwardThrust"
	SKILL: "Samnite Blindspot"
	SKILL: "Samnite SweepingAttack"
	SKILL: "Samnite Run I"
